origin,destination,airline_code,airline_name,flight_number,travel_date,departure_time,arrival_time,booking_window_days,collection_date,collection_mode,source_name,source_url,raw_displayed_price_text,raw_total_fare,base_fare,udf_fee,asf_fee,gst_tax,yq_surcharge,convenience_fee,comparable_fare,cabin_class,fare_family
DEL,BLR,SG,SpiceJet,SG818,2026-01-30,06:30:00,08:04:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-01-30,"INR 6,400.53",6400.53,5513.99,250,30.0,275.7,330.84,0.0,6400.53,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG327,2026-02-02,08:40:00,10:54:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-02-02,"INR 6,110.87",6110.87,5253.04,250,30.0,262.65,315.18,0.0,6110.87,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG914,2026-02-05,20:15:00,22:13:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-02-05,"INR 4,925.74",4925.74,4185.35,250,30.0,209.27,251.12,0.0,4925.74,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG297,2026-02-08,11:25:00,13:30:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-02-08,"INR 4,178.17",4178.17,3511.87,250,30.0,175.59,210.71,0.0,4178.17,ECONOMY,Saver
DEL,BLR,SG,SpiceJet,SG891,2026-02-11,09:25:00,12:17:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-BLR/SG/2026-02-11,"INR 4,238.30",4238.3,3566.04,250,30.0,178.3,213.96,0.0,4238.3,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E795,2026-01-15,20:45:00,22:57:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-01-15,"INR 4,477.11",4477.11,3785.69,245,30.0,189.28,227.14,0.0,4477.11,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E218,2026-01-18,09:10:00,11:54:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-01-18,"INR 4,100.38",4100.38,3446.29,245,30.0,172.31,206.78,0.0,4100.38,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E371,2026-01-21,05:05:00,07:51:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-01-21,"INR 3,613.01",3613.01,3007.22,245,30.0,150.36,180.43,0.0,3613.01,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E846,2026-01-24,19:25:00,21:50:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-01-24,"INR 2,981.40",2981.4,2438.2,245,30.0,121.91,146.29,0.0,2981.4,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E623,2026-01-27,06:30:00,09:13:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-01-27,"INR 2,740.44",2740.44,2221.11,245,30.0,111.06,133.27,0.0,2740.44,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E145,2026-01-30,18:30:00,20:00:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-01-30,"INR 4,262.74",4262.74,3592.56,245,30.0,179.63,215.55,0.0,4262.74,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E925,2026-02-02,14:55:00,17:50:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-02-02,"INR 3,860.59",3860.59,3230.26,245,30.0,161.51,193.82,0.0,3860.59,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E541,2026-02-05,06:55:00,09:07:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-02-05,"INR 3,232.34",3232.34,2664.27,245,30.0,133.21,159.86,0.0,3232.34,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E779,2026-02-08,20:05:00,22:13:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-02-08,"INR 3,063.93",3063.93,2512.55,245,30.0,125.63,150.75,0.0,3063.93,ECONOMY,Saver
BOM,BLR,6E,IndiGo,6E782,2026-02-11,11:25:00,13:46:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/6E/2026-02-11,"INR 2,702.00",2702.0,2186.49,245,30.0,109.32,131.19,0.0,2702.0,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI667,2026-01-15,07:15:00,09:38:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-01-15,"INR 5,468.84",5468.84,4679.13,245,30.0,233.96,280.75,0.0,5468.84,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI488,2026-01-18,17:10:00,19:58:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-01-18,"INR 4,677.23",4677.23,3965.97,245,30.0,198.3,237.96,0.0,4677.23,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI515,2026-01-21,14:00:00,16:08:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-01-21,"INR 4,045.84",4045.84,3397.15,245,30.0,169.86,203.83,0.0,4045.84,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI540,2026-01-24,19:50:00,22:37:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-01-24,"INR 3,445.15",3445.15,2855.99,245,30.0,142.8,171.36,0.0,3445.15,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI576,2026-01-27,13:40:00,16:36:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-01-27,"INR 3,256.09",3256.09,2685.67,245,30.0,134.28,161.14,0.0,3256.09,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI584,2026-01-30,19:10:00,22:04:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-01-30,"INR 5,079.32",5079.32,4328.22,245,30.0,216.41,259.69,0.0,5079.32,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI627,2026-02-02,17:55:00,20:44:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-02-02,"INR 4,279.11",4279.11,3607.3,245,30.0,180.37,216.44,0.0,4279.11,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI938,2026-02-05,19:15:00,22:11:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-02-05,"INR 3,906.25",3906.25,3271.4,245,30.0,163.57,196.28,0.0,3906.25,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI925,2026-02-08,08:10:00,09:43:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-02-08,"INR 3,457.50",3457.5,2867.11,245,30.0,143.36,172.03,0.0,3457.5,ECONOMY,Saver
BOM,BLR,AI,AirIndia,AI586,2026-02-11,16:05:00,18:33:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/AI/2026-02-11,"INR 2,972.87",2972.87,2430.51,245,30.0,121.53,145.83,0.0,2972.87,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX744,2026-01-15,16:15:00,19:14:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-01-15,"INR 4,206.44",4206.44,3541.84,245,30.0,177.09,212.51,0.0,4206.44,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX509,2026-01-18,08:10:00,11:03:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-01-18,"INR 3,607.45",3607.45,3002.21,245,30.0,150.11,180.13,0.0,3607.45,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX868,2026-01-21,20:05:00,22:29:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-01-21,"INR 3,316.23",3316.23,2739.85,245,30.0,136.99,164.39,0.0,3316.23,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX923,2026-01-24,18:45:00,21:14:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-01-24,"INR 2,756.41",2756.41,2235.5,245,30.0,111.78,134.13,0.0,2756.41,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX355,2026-01-27,20:05:00,22:33:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-01-27,"INR 2,412.29",2412.29,1925.49,245,30.0,96.27,115.53,0.0,2412.29,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX575,2026-01-30,17:45:00,20:26:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-01-30,"INR 4,027.17",4027.17,3380.33,245,30.0,169.02,202.82,0.0,4027.17,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX873,2026-02-02,13:50:00,16:24:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-02-02,"INR 3,722.35",3722.35,3105.72,245,30.0,155.29,186.34,0.0,3722.35,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX661,2026-02-05,13:10:00,15:40:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-02-05,"INR 3,192.99",3192.99,2628.82,245,30.0,131.44,157.73,0.0,3192.99,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX869,2026-02-08,08:55:00,11:00:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-02-08,"INR 2,852.54",2852.54,2322.1,245,30.0,116.11,139.33,0.0,2852.54,ECONOMY,Saver
BOM,BLR,IX,AirIndiaExpress,IX633,2026-02-11,13:55:00,15:55:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/IX/2026-02-11,"INR 2,675.97",2675.97,2163.04,245,30.0,108.15,129.78,0.0,2675.97,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP179,2026-01-15,18:20:00,20:20:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-01-15,"INR 4,238.59",4238.59,3570.8,245,30.0,178.54,214.25,0.0,4238.59,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP427,2026-01-18,14:05:00,15:52:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-01-18,"INR 3,649.78",3649.78,3040.34,245,30.0,152.02,182.42,0.0,3649.78,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP492,2026-01-21,18:10:00,21:10:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-01-21,"INR 3,150.67",3150.67,2590.7,245,30.0,129.53,155.44,0.0,3150.67,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP524,2026-01-24,11:25:00,14:04:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-01-24,"INR 2,832.66",2832.66,2304.2,245,30.0,115.21,138.25,0.0,2832.66,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP163,2026-01-27,08:30:00,10:49:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-01-27,"INR 2,637.80",2637.8,2128.65,245,30.0,106.43,127.72,0.0,2637.8,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP698,2026-01-30,18:00:00,20:43:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-01-30,"INR 4,653.23",4653.23,3944.35,245,30.0,197.22,236.66,0.0,4653.23,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP106,2026-02-02,10:20:00,12:39:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-02-02,"INR 3,710.67",3710.67,3095.2,245,30.0,154.76,185.71,0.0,3710.67,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP955,2026-02-05,11:45:00,14:24:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-02-05,"INR 3,493.09",3493.09,2899.18,245,30.0,144.96,173.95,0.0,3493.09,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP325,2026-02-08,13:15:00,15:19:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-02-08,"INR 3,083.94",3083.94,2530.58,245,30.0,126.53,151.83,0.0,3083.94,ECONOMY,Saver
BOM,BLR,QP,Akasa,QP129,2026-02-11,11:25:00,14:20:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/QP/2026-02-11,"INR 2,626.37",2626.37,2118.35,245,30.0,105.92,127.1,0.0,2626.37,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG514,2026-01-15,18:10:00,20:39:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-01-15,"INR 4,159.46",4159.46,3499.51,245,30.0,174.98,209.97,0.0,4159.46,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG737,2026-01-18,14:00:00,16:20:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-01-18,"INR 3,707.71",3707.71,3092.53,245,30.0,154.63,185.55,0.0,3707.71,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG778,2026-01-21,05:05:00,07:57:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-01-21,"INR 3,113.32",3113.32,2557.05,245,30.0,127.85,153.42,0.0,3113.32,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG987,2026-01-24,13:10:00,14:46:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-01-24,"INR 2,708.42",2708.42,2192.27,245,30.0,109.61,131.54,0.0,2708.42,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG435,2026-01-27,08:40:00,10:51:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-01-27,"INR 2,373.09",2373.09,1890.17,245,30.0,94.51,113.41,0.0,2373.09,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG488,2026-01-30,09:30:00,11:32:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-01-30,"INR 3,953.04",3953.04,3313.55,245,30.0,165.68,198.81,0.0,3953.04,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG581,2026-02-02,05:45:00,07:21:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-02-02,"INR 3,664.15",3664.15,3053.29,245,30.0,152.66,183.2,0.0,3664.15,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG458,2026-02-05,08:55:00,10:33:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-02-05,"INR 3,295.93",3295.93,2721.56,245,30.0,136.08,163.29,0.0,3295.93,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG767,2026-02-08,05:00:00,07:01:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-02-08,"INR 2,847.30",2847.3,2317.39,245,30.0,115.87,139.04,0.0,2847.3,ECONOMY,Saver
BOM,BLR,SG,SpiceJet,SG120,2026-02-11,16:10:00,18:10:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/BOM-BLR/SG/2026-02-11,"INR 2,351.86",2351.86,1871.05,245,30.0,93.55,112.26,0.0,2351.86,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E785,2026-01-15,06:50:00,08:47:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-01-15,"INR 7,465.30",7465.3,6473.25,250,30.0,323.66,388.39,0.0,7465.3,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E362,2026-01-18,19:25:00,21:16:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-01-18,"INR 6,753.73",6753.73,5832.19,250,30.0,291.61,349.93,0.0,6753.73,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E865,2026-01-21,18:05:00,19:55:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-01-21,"INR 6,036.91",6036.91,5186.41,250,30.0,259.32,311.18,0.0,6036.91,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E210,2026-01-24,16:00:00,18:09:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-01-24,"INR 5,632.10",5632.1,4821.71,250,30.0,241.09,289.3,0.0,5632.1,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E484,2026-01-27,11:15:00,12:54:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-01-27,"INR 4,749.12",4749.12,4026.24,250,30.0,201.31,241.57,0.0,4749.12,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E950,2026-01-30,17:15:00,18:58:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-01-30,"INR 8,034.97",8034.97,6986.46,250,30.0,349.32,419.19,0.0,8034.97,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E408,2026-02-02,20:55:00,23:41:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-02-02,"INR 6,995.55",6995.55,6050.05,250,30.0,302.5,363.0,0.0,6995.55,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E915,2026-02-05,16:00:00,18:14:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-02-05,"INR 6,217.74",6217.74,5349.31,250,30.0,267.47,320.96,0.0,6217.74,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E777,2026-02-08,10:05:00,12:39:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-02-08,"INR 5,287.78",5287.78,4511.51,250,30.0,225.58,270.69,0.0,5287.78,ECONOMY,Saver
DEL,CCU,6E,IndiGo,6E112,2026-02-11,20:30:00,23:02:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/6E/2026-02-11,"INR 4,799.82",4799.82,4071.91,250,30.0,203.6,244.31,0.0,4799.82,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI470,2026-01-15,17:40:00,20:40:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-01-15,"INR 8,872.01",8872.01,7740.55,250,30.0,387.03,464.43,0.0,8872.01,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI280,2026-01-18,18:45:00,21:38:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-01-18,"INR 7,658.43",7658.43,6647.24,250,30.0,332.36,398.83,0.0,7658.43,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI927,2026-01-21,14:40:00,17:09:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-01-21,"INR 6,823.29",6823.29,5894.86,250,30.0,294.74,353.69,0.0,6823.29,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI848,2026-01-24,16:20:00,18:31:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-01-24,"INR 6,196.38",6196.38,5330.08,250,30.0,266.5,319.8,0.0,6196.38,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI950,2026-01-27,06:20:00,08:47:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-01-27,"INR 5,876.87",5876.87,5042.23,250,30.0,252.11,302.53,0.0,5876.87,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI575,2026-01-30,16:50:00,19:45:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-01-30,"INR 9,074.98",9074.98,7923.41,250,30.0,396.17,475.4,0.0,9074.98,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI129,2026-02-02,13:25:00,15:18:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-02-02,"INR 7,940.92",7940.92,6901.73,250,30.0,345.09,414.1,0.0,7940.92,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI463,2026-02-05,19:20:00,21:33:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-02-05,"INR 7,059.67",7059.67,6107.81,250,30.0,305.39,366.47,0.0,7059.67,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI710,2026-02-08,18:20:00,21:01:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-02-08,"INR 6,047.26",6047.26,5195.73,250,30.0,259.79,311.74,0.0,6047.26,ECONOMY,Saver
DEL,CCU,AI,AirIndia,AI295,2026-02-11,06:15:00,08:37:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/AI/2026-02-11,"INR 5,163.41",5163.41,4399.47,250,30.0,219.97,263.97,0.0,5163.41,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX876,2026-01-15,08:40:00,11:32:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-01-15,"INR 7,526.97",7526.97,6528.8,250,30.0,326.44,391.73,0.0,7526.97,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX558,2026-01-18,19:00:00,20:41:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-01-18,"INR 6,674.27",6674.27,5760.6,250,30.0,288.03,345.64,0.0,6674.27,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX514,2026-01-21,18:15:00,20:24:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-01-21,"INR 5,480.89",5480.89,4685.49,250,30.0,234.27,281.13,0.0,5480.89,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX477,2026-01-24,13:45:00,16:22:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-01-24,"INR 5,136.75",5136.75,4375.45,250,30.0,218.77,262.53,0.0,5136.75,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX863,2026-01-27,14:25:00,16:40:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-01-27,"INR 4,369.94",4369.94,3684.63,250,30.0,184.23,221.08,0.0,4369.94,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX377,2026-01-30,09:20:00,11:19:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-01-30,"INR 7,775.87",7775.87,6753.04,250,30.0,337.65,405.18,0.0,7775.87,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX297,2026-02-02,10:05:00,12:43:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-02-02,"INR 6,089.26",6089.26,5233.57,250,30.0,261.68,314.01,0.0,6089.26,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX806,2026-02-05,07:15:00,09:12:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-02-05,"INR 6,045.92",6045.92,5194.52,250,30.0,259.73,311.67,0.0,6045.92,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX383,2026-02-08,18:50:00,21:27:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-02-08,"INR 5,193.27",5193.27,4426.37,250,30.0,221.32,265.58,0.0,5193.27,ECONOMY,Saver
DEL,CCU,IX,AirIndiaExpress,IX202,2026-02-11,20:15:00,22:22:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/IX/2026-02-11,"INR 4,539.77",4539.77,3837.63,250,30.0,191.88,230.26,0.0,4539.77,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP283,2026-01-15,09:00:00,12:00:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-01-15,"INR 7,442.95",7442.95,6453.1,250,30.0,322.66,387.19,0.0,7442.95,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP380,2026-01-18,05:00:00,07:40:00,7,2026-01-11,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-01-18,"INR 6,694.79",6694.79,5779.09,250,30.0,288.95,346.75,0.0,6694.79,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP229,2026-01-21,17:40:00,19:23:00,15,2026-01-06,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-01-21,"INR 5,643.28",5643.28,4831.78,250,30.0,241.59,289.91,0.0,5643.28,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP687,2026-01-24,09:40:00,12:11:00,30,2025-12-25,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-01-24,"INR 5,453.19",5453.19,4660.53,250,30.0,233.03,279.63,0.0,5453.19,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP288,2026-01-27,05:20:00,07:51:00,45,2025-12-13,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-01-27,"INR 4,566.06",4566.06,3861.31,250,30.0,193.07,231.68,0.0,4566.06,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP166,2026-01-30,11:40:00,13:19:00,1,2026-01-29,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-01-30,"INR 7,307.05",7307.05,6330.68,250,30.0,316.53,379.84,0.0,7307.05,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP802,2026-02-02,05:10:00,06:59:00,7,2026-01-26,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-02-02,"INR 6,738.57",6738.57,5818.53,250,30.0,290.93,349.11,0.0,6738.57,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP411,2026-02-05,06:15:00,08:00:00,15,2026-01-21,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-02-05,"INR 6,103.96",6103.96,5246.81,250,30.0,262.34,314.81,0.0,6103.96,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP526,2026-02-08,16:50:00,19:39:00,30,2026-01-09,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-02-08,"INR 5,207.42",5207.42,4439.11,250,30.0,221.96,266.35,0.0,5207.42,ECONOMY,Saver
DEL,CCU,QP,Akasa,QP635,2026-02-11,11:40:00,14:06:00,45,2025-12-28,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/QP/2026-02-11,"INR 4,417.35",4417.35,3727.34,250,30.0,186.37,223.64,0.0,4417.35,ECONOMY,Saver
DEL,CCU,SG,SpiceJet,SG702,2026-01-15,11:20:00,14:02:00,1,2026-01-14,HISTORICAL,fixture_historical,fixture://historical/DEL-CCU/SG/2026-01-15,"INR 6,935.11",6935.11,5995.59,250,30.0,299.78,359.74,0.0,6935.11,ECONOMY,Saver
